code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	labels	labels_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	no_nutriments	additives_n	additives	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	pnns_groups_1	pnns_groups_2	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0041152102419	https://world.openfoodfacts.org/product/0041152102419	usda-ndb-import	1489071439	1498399749	Nature's Blend, Gala Apple Style 100% Juice					Clement Pappas & Co.  Inc.	clement-pappas-co-inc	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Filtered water, organic apple juice concentrate, organic flavors, malic acid, ascorbic acid, (vitamin c).					240 ml (8 fl oz)		1	 [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ organic-apple-juice-concentrate -> en:organic-apple-juice-concentrate  ]  [ apple-juice-concentrate -> en:apple-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ organic-flavors -> en:organic-flavors  ]  [ flavors -> en:flavors  ]  [ malic-acid -> en:e296  -> exists  -- ok  ]  [ ascorbic-acid -> en:e300  -> exists  -- mandatory_additive_class: en:acidity-regulator,en:antioxidant,en:flour-treatment-agent,en:sequestrant (current: ingredient)  -> exists as a vitamin en:l-ascorbic-acid  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c and current class is en:vitamins  ] 	en:e296	0			0			Beverages	Fruit juices	en:squeezed-apple-juices									192		0																																				11.67	11.67										0				0.0381	0.015							0.025																																											
0041152102433	https://world.openfoodfacts.org/product/0041152102433	usda-ndb-import	1489074206	1498399750	Nature's Blend, Organic 100% Juice Fuji Apple Style					Clement Pappas & Co.  Inc.	clement-pappas-co-inc	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Filtered water, organic apple juice concentrate, organic flavors malic acid, ascorbic acid (vitamin c).					240 ml (8 fl oz)		1	 [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ organic-apple-juice-concentrate -> en:organic-apple-juice-concentrate  ]  [ apple-juice-concentrate -> en:apple-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ organic-flavors-malic-acid -> en:organic-flavors-malic-acid  ]  [ flavors-malic-acid -> en:flavors-malic-acid  ]  [ malic-acid -> en:e296  -> exists  -- ok  ]  [ ascorbic-acid -> en:e300  -> exists  -- mandatory_additive_class: en:acidity-regulator,en:antioxidant,en:flour-treatment-agent,en:sequestrant (current: ingredient)  -> exists as a vitamin en:l-ascorbic-acid  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c and current class is en:vitamins  ] 	en:e296	0			0			Beverages	Fruit juices	en:squeezed-apple-juices									192		0																																				11.67	11.67										0				0.0381	0.015							0.025																																											
0073314116828	https://world.openfoodfacts.org/product/0073314116828	usda-ndb-import	1489077754	1498399750	Nature's Own, 100% Apple Juice					Apple Dandy	apple-dandy	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Filtered water sufficient to reconstitute apple juice concentrate and fresh pressed apples.					240 ml (8 fl oz)		0	 [ filtered-water-sufficient-to-reconstitute-apple-juice-concentrate-and-fresh-pressed-apples -> en:filtered-water-sufficient-to-reconstitute-apple-juice-concentrate-and-fresh-pressed-apples  ]  [ water-sufficient-to-reconstitute-apple-juice-concentrate-and-fresh-pressed-apples -> en:water-sufficient-to-reconstitute-apple-juice-concentrate-and-fresh-pressed-apples  ]  [ sufficient-to-reconstitute-apple-juice-concentrate-and-fresh-pressed-apples -> en:sufficient-to-reconstitute-apple-juice-concentrate-and-fresh-pressed-apples  ]  [ to-reconstitute-apple-juice-concentrate-and-fresh-pressed-apples -> en:to-reconstitute-apple-juice-concentrate-and-fresh-pressed-apples  ]  [ reconstitute-apple-juice-concentrate-and-fresh-pressed-apples -> en:reconstitute-apple-juice-concentrate-and-fresh-pressed-apples  ]  [ apple-juice-concentrate-and-fresh-pressed-apples -> en:apple-juice-concentrate-and-fresh-pressed-apples  ]  [ juice-concentrate-and-fresh-pressed-apples -> en:juice-concentrate-and-fresh-pressed-apples  ]  [ concentrate-and-fresh-pressed-apples -> en:concentrate-and-fresh-pressed-apples  ]  [ and-fresh-pressed-apples -> en:and-fresh-pressed-apples  ]  [ fresh-pressed-apples -> en:fresh-pressed-apples  ]  [ pressed-apples -> en:pressed-apples  ]  [ apples -> en:apples  ] 		0			0			Beverages	Fruit juices	en:squeezed-apple-juices									192		0																																				11.67	11.67										0				0.01524	0.006																																																		
0073314648817	https://world.openfoodfacts.org/product/0073314648817	usda-ndb-import	1489077753	1498399750	Nature's Own, 100% Grape Juice, Grape					Apple Dandy	apple-dandy	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Grape juice, (may be sweetened with grape juice concentrate), potassium metabisulfite, added to enhance freshness, ascorbic acid (vitamin c).					240 ml (8 fl oz)		1	 [ grape-juice -> en:grape-juice  ]  [ juice -> en:juice  ]  [ may-be-sweetened-with-grape-juice-concentrate -> en:may-be-sweetened-with-grape-juice-concentrate  ]  [ be-sweetened-with-grape-juice-concentrate -> en:be-sweetened-with-grape-juice-concentrate  ]  [ sweetened-with-grape-juice-concentrate -> en:sweetened-with-grape-juice-concentrate  ]  [ with-grape-juice-concentrate -> en:with-grape-juice-concentrate  ]  [ grape-juice-concentrate -> en:grape-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ potassium-metabisulfite -> en:e224  -> exists  -- ok  ]  [ added-to-enhance-freshness -> en:added-to-enhance-freshness  ]  [ to-enhance-freshness -> en:to-enhance-freshness  ]  [ enhance-freshness -> en:enhance-freshness  ]  [ freshness -> en:freshness  ]  [ ascorbic-acid -> en:e300  -> exists  -- mandatory_additive_class: en:acidity-regulator,en:antioxidant,en:flour-treatment-agent,en:sequestrant (current: ingredient)  -> exists as a vitamin en:l-ascorbic-acid  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c and current class is en:vitamins  ] 	en:e224	0			0			Beverages	Fruit juices	en:squeezed-apple-juices									259		0																																				15.42	15.42										0.42				0.02032	0.008							0.03																																											
0688267176210	https://world.openfoodfacts.org/product/0688267176210	usda-ndb-import	1489071905	1498399750	Nature's Promise, 100% Juice Blend, Cranberry Apple					Ahold	ahold	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Filtered water, organic apple juice concentrate, organic cranberry juice concentrate, aronia juice concentrate (color), ascorbic acid (vitamin c).					240 ml (8 fl oz)		0	 [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ organic-apple-juice-concentrate -> en:organic-apple-juice-concentrate  ]  [ apple-juice-concentrate -> en:apple-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ organic-cranberry-juice-concentrate -> en:organic-cranberry-juice-concentrate  ]  [ cranberry-juice-concentrate -> en:cranberry-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ aronia-juice-concentrate -> en:aronia-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ color -> en:colour  ]  [ ascorbic-acid -> en:e300  -> exists  -- mandatory_additive_class: en:acidity-regulator,en:antioxidant,en:flour-treatment-agent,en:sequestrant (current: en:colour)  -> exists as a vitamin en:l-ascorbic-acid  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c and current class is en:vitamins  ] 		0			0			Beverages	Fruit juices	en:squeezed-apple-juices									209		0	0																																			12.5	12.5										0				0.03048	0.012							0.025												0.108																							6	-3							
0028000682309	https://world.openfoodfacts.org/product/0028000682309	xiaoma	1424537951	1493045510	Nesquik Drink Powder - Chocolate		1.15 kg			Nestle,Nesquik	nestle,nesquik	Beverages,Breakfasts,Hot beverages,Chocolates,Instant hot beverages,Cocoa powder,Sugared beverages	en:beverages,en:breakfasts,en:sugary-snacks,en:hot-beverages,en:chocolates,en:instant-hot-beverages,en:cocoa-powder,en:sugared-beverages											Brooklyn,NY,United States	Key Food	United States	sugar, cocoa processed with alkali, soy lecithin, carrageenan, salt, artificial flavors, spice			Gluten,Soybeans	en:gluten,en:soybeans	8 fl oz / 240 ml		2	 [ sugar -> en:sugar  ]  [ cocoa-processed-with-alkali -> en:cocoa-processed-with-alkali  ]  [ processed-with-alkali -> en:processed-with-alkali  ]  [ with-alkali -> en:with-alkali  ]  [ alkali -> en:alkali  ]  [ soy-lecithin -> en:soy-lecithin  ]  [ lecithin -> en:e322i  -> exists  -- ok  ]  [ carrageenan -> en:e407  -> exists  -- ok  ]  [ salt -> en:salt  ]  [ artificial-flavors -> en:artificial-flavors  ]  [ flavors -> en:flavors  ]  [ spice -> en:spice  ] 	en:e322,en:e322i,en:e407	0			0			Beverages	Sweetened beverages	en:cocoa-powder	https://static.openfoodfacts.org/images/products/002/800/068/2309/front_en.15.400.jpg	https://static.openfoodfacts.org/images/products/002/800/068/2309/front_en.15.200.jpg	https://static.openfoodfacts.org/images/products/002/800/068/2309/front_en.15.400.jpg	https://static.openfoodfacts.org/images/products/002/800/068/2309/front_en.15.200.jpg	https://static.openfoodfacts.org/images/products/002/800/068/2309/ingredients.11.400.jpg	https://static.openfoodfacts.org/images/products/002/800/068/2309/ingredients.11.200.jpg	https://static.openfoodfacts.org/images/products/002/800/068/2309/nutrition_en.18.400.jpg	https://static.openfoodfacts.org/images/products/002/800/068/2309/nutrition_en.18.200.jpg	105		0.208	0																																		0		5.42									0.417	0.417				0.0318	0.0125							0.0025				4.17				1.25e-05						0.0417		0.00015		0.000625	8.33e-05	8.33e-05															8	1							
0087703157811	https://world.openfoodfacts.org/product/0087703157811	usda-ndb-import	1489143833	1498399490	Non Carbonated Soft Drink With Aloe Vera					Wang Globalnet	wang-globalnet	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:sugared-beverages,en:aloe-vera-drinks													US	Water nonfat dry milk (treated with a lactic acid culture), sugar, aloe vera gel, soy fiber, pectin, citric acid, mango extract, artificial mango flavor, fd&c yellow no.5, fd&c red no. 40.					250 ml (1 cup)		4	 [ water-nonfat-dry-milk -> en:water-nonfat-dry-milk  ]  [ nonfat-dry-milk -> en:nonfat-dry-milk  ]  [ dry-milk -> en:dry-milk  ]  [ milk -> en:milk  ]  [ treated-with-a-lactic-acid-culture -> en:treated-with-a-lactic-acid-culture  ]  [ with-a-lactic-acid-culture -> en:with-a-lactic-acid-culture  ]  [ a-lactic-acid-culture -> en:a-lactic-acid-culture  ]  [ lactic-acid-culture -> en:lactic-acid-culture  ]  [ acid-culture -> en:acid-culture  ]  [ culture -> en:culture  ]  [ sugar -> en:sugar  ]  [ aloe-vera-gel -> en:aloe-vera-gel  ]  [ vera-gel -> en:vera-gel  ]  [ gel -> en:gel  ]  [ soy-fiber -> en:soy-fiber  ]  [ fiber -> en:fiber  ]  [ pectin -> en:e440i  -> exists  -- ok  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ mango-extract -> en:mango-extract  ]  [ extract -> en:extract  ]  [ artificial-mango-flavor -> en:artificial-mango-flavor  ]  [ mango-flavor -> en:mango-flavor  ]  [ flavor -> en:flavor  ]  [ fd-c-yellow-no-5 -> en:e102  -> exists  -- ok  ]  [ fd-c-red-no-40 -> en:fd-c-red-no-40  ]  [ c-red-no-40 -> en:c-red-no-40  ]  [ red-no-40 -> en:e129  -> exists  -- ok  ] 	en:e102,en:e129,en:e330,en:e440,en:e440i	0			0			Beverages	Sweetened beverages	en:aloe-vera-drinks									167		0	0																																	0	0	9.6	7.2									0	0				0.03048	0.012		0					0.0036														0.008		0.00029																			11	1							
0793573205100	https://world.openfoodfacts.org/product/0793573205100	bori	1436492671	1489137230	Nuts & Vanilla Milk	almond milk	2 servings			Forager,Mr. Beverages Old Time Cocktail Mixes	forager,mr-beverages-old-time-cocktail-mixes	Plant-based foods and beverages,Beverages,Plant-based foods,Sugary snacks,Dairies,Milks,Non-sugared beverages	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:dairies,en:sugary-snacks,en:milks,en:non-sugared-beverages,en:non-alcoholic-beverages	Organic,No GMOs	en:organic,en:no-gmos										Whole Foods	United States	Cashew Milk (filtered water, cashews), almond milk (filtered water, almonds), dates, oatmilk (filtered water, gluten-fee oats), vanilla bean, cinnamon					237 ml (8 fl oz)		0	 [ cashew-milk -> en:cashew-milk  ]  [ milk -> en:milk  ]  [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ cashews -> en:cashews  ]  [ almond-milk -> en:almond-milk  ]  [ milk -> en:milk  ]  [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ almonds -> en:almonds  ]  [ dates -> en:dates  ]  [ oatmilk -> en:oatmilk  ]  [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ gluten-fee-oats -> en:gluten-fee-oats  ]  [ fee-oats -> en:fee-oats  ]  [ oats -> en:oats  ]  [ vanilla-bean -> en:vanilla-bean  ]  [ bean -> en:bean  ]  [ cinnamon -> en:cinnamon  ] 		0			0			Beverages	Non-sugared beverages	en:milks	https://static.openfoodfacts.org/images/products/079/357/320/5100/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/079/357/320/5100/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/079/357/320/5100/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/079/357/320/5100/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/079/357/320/5100/ingredients_en.7.400.jpg	https://static.openfoodfacts.org/images/products/079/357/320/5100/ingredients_en.7.200.jpg	https://static.openfoodfacts.org/images/products/079/357/320/5100/nutrition_en.8.400.jpg	https://static.openfoodfacts.org/images/products/079/357/320/5100/nutrition_en.8.200.jpg	194	141	3.38	0.422																																	0	0	2.95	0.844									0.422	1.69				0.107	0.0422		0					0.000506														0.00844		0.000456																			-1	-1							
0793573071330	https://world.openfoodfacts.org/product/0793573071330	bori	1436492813	1489142900	Nuts and Chocolate Milk	chocolate milkshake	 2 servings			Forager, Mr. Beverages Old Time Cocktail Mixes	forager,mr-beverages-old-time-cocktail-mixes	Beverages,Sugary snacks,Chocolates,Non-sugared beverages,Chocolate milk,Milk shakes	en:beverages,en:dairies,en:sugary-snacks,en:chocolates,en:dairy-drinks,en:flavoured-milks,en:chocolate-milks,en:non-sugared-beverages,en:milk-shakes,en:non-alcoholic-beverages	Organic,Non-GMO	en:organic,en:no-gmos											United States	Cashewmilk (filtered water, cashews), almondmilk (filtered water, almonds), coconut water, coconut, oatmilk (filtered water, gluten-free oats), dates, cacao, vanilla, sea salt					237 ml (8 fl oz)		0	 [ cashewmilk -> en:cashewmilk  ]  [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ cashews -> en:cashews  ]  [ almondmilk -> en:almondmilk  ]  [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ almonds -> en:almonds  ]  [ coconut-water -> en:coconut-water  ]  [ water -> en:water  ]  [ coconut -> en:coconut  ]  [ oatmilk -> en:oatmilk  ]  [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ gluten-free-oats -> en:gluten-free-oats  ]  [ free-oats -> en:free-oats  ]  [ oats -> en:oats  ]  [ dates -> en:dates  ]  [ cacao -> en:cacao  ]  [ vanilla -> en:vanilla  ]  [ sea-salt -> en:sea-salt  ]  [ salt -> en:salt  ] 		0			0			Beverages	Non-sugared beverages	en:chocolate-milks	https://static.openfoodfacts.org/images/products/079/357/307/1330/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/079/357/307/1330/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/079/357/307/1330/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/079/357/307/1330/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/079/357/307/1330/ingredients_en.6.400.jpg	https://static.openfoodfacts.org/images/products/079/357/307/1330/ingredients_en.6.200.jpg	https://static.openfoodfacts.org/images/products/079/357/307/1330/nutrition_en.11.400.jpg	https://static.openfoodfacts.org/images/products/079/357/307/1330/nutrition_en.11.200.jpg			4.64	1.69																																	0	0	3.38	1.27									0.422	1.69				0.075	0.0295		0					0														0.0169		0.000456																											
0067311020110	https://world.openfoodfacts.org/product/0067311020110	openfoodfacts-contributors	1424093998	1436343209	Oasis classic	Orange Juice	300 mL	plastic bottle	plastic-bottle	Oasis	oasis	Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Orange juices,juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:orange-juices,en:juices,en:non-alcoholic-beverages					Canada	canada							United States	Water, Concentrated Orange Juice					300 mL		0	 [ water -> en:water  ]  [ concentrated-orange-juice -> en:concentrated-orange-juice  ]  [ orange-juice -> en:orange-juice  ]  [ juice -> en:juice  ] 		0			0			Beverages	Fruit juices	en:orange-juices	https://static.openfoodfacts.org/images/products/006/731/102/0110/front_en.8.400.jpg	https://static.openfoodfacts.org/images/products/006/731/102/0110/front_en.8.200.jpg	https://static.openfoodfacts.org/images/products/006/731/102/0110/front_en.8.400.jpg	https://static.openfoodfacts.org/images/products/006/731/102/0110/front_en.8.200.jpg	https://static.openfoodfacts.org/images/products/006/731/102/0110/ingredients_en.9.400.jpg	https://static.openfoodfacts.org/images/products/006/731/102/0110/ingredients_en.9.200.jpg	https://static.openfoodfacts.org/images/products/006/731/102/0110/nutrition_en.10.400.jpg	https://static.openfoodfacts.org/images/products/006/731/102/0110/nutrition_en.10.200.jpg	181		0	0																																		0	10.7	10									0	0.333				0.0212	0.00833		0					0.02														0.00667		0.00012																			4	-3							
4712098455247	https://world.openfoodfacts.org/product/4712098455247	usda-ndb-import	1489075211	1498399491	Oka Aloe Vera Drink, Mango					Apex Food Co	apex-food-co	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:sugared-beverages,en:aloe-vera-drinks													US	Water, fructose,aloe vera crunch, sugar, mango flavour,citric acid, sodium citrate, calcium lactate, mango concentrate, gellan gum, vitamin c, b-carotene flavour.					250 ml (250 ml)		4	 [ water -> en:water  ]  [ fructose -> en:fructose  ]  [ aloe-vera-crunch -> en:aloe-vera-crunch  ]  [ vera-crunch -> en:vera-crunch  ]  [ crunch -> en:crunch  ]  [ sugar -> en:sugar  ]  [ mango-flavour -> en:mango-flavour  ]  [ flavour -> en:flavour  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ mango-concentrate -> en:mango-concentrate  ]  [ concentrate -> en:concentrate  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c  ]  [ b-carotene-flavour -> en:b-carotene-flavour  ]  [ carotene-flavour -> en:carotene-flavour  ]  [ flavour -> en:flavour  ] 	en:e327,en:e330,en:e331,en:e418	0			0			Beverages	Sweetened beverages	en:aloe-vera-drinks									176		0	0																																	0	0	10.48	1.8									0	0				0.0254	0.01		0					0														0		0																			8	0							
0712098455128	https://world.openfoodfacts.org/product/0712098455128	usda-ndb-import	1489075211	1498399491	Oka, Aloe Vera Drink, Apple					B & L Distributors	b-l-distributors	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:sugared-beverages,en:aloe-vera-drinks													US	Water, fructose, aloe vera crunch, sugar, apple concentrate, calcium lactate, citric acid, sodium citrate, apple flavour, gellan gum, vitamin c.					250 ml (250 ml)		4	 [ water -> en:water  ]  [ fructose -> en:fructose  ]  [ aloe-vera-crunch -> en:aloe-vera-crunch  ]  [ vera-crunch -> en:vera-crunch  ]  [ crunch -> en:crunch  ]  [ sugar -> en:sugar  ]  [ apple-concentrate -> en:apple-concentrate  ]  [ concentrate -> en:concentrate  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ apple-flavour -> en:apple-flavour  ]  [ flavour -> en:flavour  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c  ] 	en:e327,en:e330,en:e331,en:e418	0			0			Beverages	Sweetened beverages	en:aloe-vera-drinks									155		0	0																																	0	0	9.28	1.8									0	0				0.0254	0.01		0					0.0007														0		0																			8	0							
0712098455043	https://world.openfoodfacts.org/product/0712098455043	usda-ndb-import	1489075101	1498399492	Oka, Aloe Vera Drink, Coconut					B & L Distributors	b-l-distributors	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:aloe-vera-drinks,en:non-alcoholic-beverages													US	Water, fructose, aloe vera crunch, coconut juice, citric acid, flavour, calcium lactate, sodium citrate, gellan gum.					250 ml (250 ml)		4	 [ water -> en:water  ]  [ fructose -> en:fructose  ]  [ aloe-vera-crunch -> en:aloe-vera-crunch  ]  [ vera-crunch -> en:vera-crunch  ]  [ crunch -> en:crunch  ]  [ coconut-juice -> en:coconut-juice  ]  [ juice -> en:juice  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ flavour -> en:flavour  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ] 	en:e327,en:e330,en:e331,en:e418	0			0			unknown	unknown	en:aloe-vera-drinks									155		0	0																																	0	0	9.22	0									0	0				0.0254	0.01		0					0.0007														0		0																			6	0							
0712098455067	https://world.openfoodfacts.org/product/0712098455067	usda-ndb-import	1489075211	1498399493	Oka, Aloe Vera Drink, Coconut					B & L Distributors	b-l-distributors	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:aloe-vera-drinks,en:non-alcoholic-beverages													US	Water, fructose, aloe vera crunch, coconut juice, citric acid, coconut flavour, calcium lactate, sodium citrate, gellan gum.					250 ml (250 ml)		4	 [ water -> en:water  ]  [ fructose -> en:fructose  ]  [ aloe-vera-crunch -> en:aloe-vera-crunch  ]  [ vera-crunch -> en:vera-crunch  ]  [ crunch -> en:crunch  ]  [ coconut-juice -> en:coconut-juice  ]  [ juice -> en:juice  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ coconut-flavour -> en:coconut-flavour  ]  [ flavour -> en:flavour  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ] 	en:e327,en:e330,en:e331,en:e418	0			0			unknown	unknown	en:aloe-vera-drinks									155		0	0																																	0	0	9.22	0									0	0				0.0254	0.01		0					0.0007														0		0																			6	0							
