code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	labels	labels_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	no_nutriments	additives_n	additives	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	pnns_groups_1	pnns_groups_2	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0748703305007	https://world.openfoodfacts.org/product/0748703305007	usda-ndb-import	1489141323	1498399717	100% Juice, Apple					Gonzalez,  Northgate Gonzalez  Inc.	gonzalez,northgate-gonzalez-inc	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Filtered water, apple juice concentrate, ascorbic acid (vitamin c).					240 ml (8 fl oz)		1	 [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ apple-juice-concentrate -> en:apple-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ ascorbic-acid -> en:e300  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  ]  [ c -> en:c  ] 	en:e300	0			0			Beverages	Fruit juices	en:squeezed-apple-juices									192		0	0																																	0	0	11.67	11.67									0	0				0.0381	0.015		0					0.03														0		0																			5	-3							
0889497008245	https://world.openfoodfacts.org/product/0889497008245	usda-ndb-import	1489141982	1498399718	100% Juice, Apple					Juicy Juice,  Harvest Hill Beverage Company	juicy-juice,harvest-hill-beverage-company	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Apple juice from concentrate (water juice concentrate), ascorbic acid (vitamin c), citric acid.					240 ml (8 fl oz)		2	 [ apple-juice-from-concentrate -> en:apple-juice-from-concentrate  ]  [ juice-from-concentrate -> en:juice-from-concentrate  ]  [ from-concentrate -> en:from-concentrate  ]  [ concentrate -> en:concentrate  ]  [ water-juice-concentrate -> en:water-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ ascorbic-acid -> en:e300  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  ]  [ c -> en:c  ]  [ citric-acid -> en:e330  -> exists  -- ok  ] 	en:e300,en:e330	0			0			Beverages	Fruit juices	en:squeezed-apple-juices									192		0																																				11.67	10.83										0				0.02032	0.008							0.03												0.108																															
0889497984433	https://world.openfoodfacts.org/product/0889497984433	usda-ndb-import	1489141992	1498399718	100% Juice, Apple					Juicy Juice	juicy-juice	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Apple juice from concentrate (water, juice concentrate), ascorbic acid (vitamin c), citric acid.					4.23 ml (1 BOX)		2	 [ apple-juice-from-concentrate -> en:apple-juice-from-concentrate  ]  [ juice-from-concentrate -> en:juice-from-concentrate  ]  [ from-concentrate -> en:from-concentrate  ]  [ concentrate -> en:concentrate  ]  [ water -> en:water  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ ascorbic-acid -> en:e300  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  ]  [ c -> en:c  ]  [ citric-acid -> en:e330  -> exists  -- ok  ] 	en:e300,en:e330	0			0			Beverages	Fruit juices	en:squeezed-apple-juices									201		0																																				11.99	11.19										0				0.02032	0.008							0.0284												0.096																															
0076301722279	https://world.openfoodfacts.org/product/0076301722279	usda-ndb-import	1489142988	1498399718	100% Juice, Apple					Apple & Eve,  Apple & Eve   Llc	apple-eve,apple-eve-llc	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	100% apple juice (filtered water sufficient to reconstitute apple juice concentrate), ascorbic acid (vitamin c), malic acid.					240 ml (8 fl oz)		2	 [ 100-apple-juice -> en:100-apple-juice  ]  [ apple-juice -> en:apple-juice  ]  [ juice -> en:juice  ]  [ filtered-water-sufficient-to-reconstitute-apple-juice-concentrate -> en:filtered-water-sufficient-to-reconstitute-apple-juice-concentrate  ]  [ water-sufficient-to-reconstitute-apple-juice-concentrate -> en:water-sufficient-to-reconstitute-apple-juice-concentrate  ]  [ sufficient-to-reconstitute-apple-juice-concentrate -> en:sufficient-to-reconstitute-apple-juice-concentrate  ]  [ to-reconstitute-apple-juice-concentrate -> en:to-reconstitute-apple-juice-concentrate  ]  [ reconstitute-apple-juice-concentrate -> en:reconstitute-apple-juice-concentrate  ]  [ apple-juice-concentrate -> en:apple-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ ascorbic-acid -> en:e300  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  ]  [ c -> en:c  ]  [ malic-acid -> en:e296  -> exists  -- ok  ] 	en:e296,en:e300	0			0			Beverages	Fruit juices	en:squeezed-apple-juices									192		0																																				12.08	10.42										0				0.01016	0.004							0.03																																											
0041250943143	https://world.openfoodfacts.org/product/0041250943143	usda-ndb-import	1489143238	1498399718	100% Juice, Apple					Meijer,  Meijer  Inc.	meijer,meijer-inc	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Apple juice and ascorbic acid (vitamin c).					240 ml (8 fl oz)		1	 [ apple-juice-and-ascorbic-acid -> en:apple-juice-and-ascorbic-acid  ]  [ juice-and-ascorbic-acid -> en:juice-and-ascorbic-acid  ]  [ and-ascorbic-acid -> en:and-ascorbic-acid  ]  [ ascorbic-acid -> en:e300  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  ]  [ c -> en:c  ] 	en:e300	0			0			Beverages	Fruit juices	en:squeezed-apple-juices									209		0	0																																	0		12.92	10.83										0				0.0254	0.01							0.0325																																			5	-3							
0075355112135	https://world.openfoodfacts.org/product/0075355112135	usda-ndb-import	1489143249	1498399718	100% Juice, Apple					Old Orchard,  Old Orchard Brands Llc.	old-orchard,old-orchard-brands-llc	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Apple juice from concentrate (filtered water, apple juice concentrate), malic acid, ascorbic acid (vitamin c).					240 ml (8 fl oz)		2	 [ apple-juice-from-concentrate -> en:apple-juice-from-concentrate  ]  [ juice-from-concentrate -> en:juice-from-concentrate  ]  [ from-concentrate -> en:from-concentrate  ]  [ concentrate -> en:concentrate  ]  [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ apple-juice-concentrate -> en:apple-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ malic-acid -> en:e296  -> exists  -- ok  ]  [ ascorbic-acid -> en:e300  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  ]  [ c -> en:c  ] 	en:e296,en:e300	0			0			Beverages	Fruit juices	en:squeezed-apple-juices									209		0																																				12.08	11.25										0				0.0254	0.01		0					0.03												0.117		0		0.00015																											
0889497852367	https://world.openfoodfacts.org/product/0889497852367	usda-ndb-import	1489143401	1498399719	100% Juice, Apple					Juicy Juice,  Harvest Hill Beverage Company	juicy-juice,harvest-hill-beverage-company	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Apple juice from concentrate (water, juice concentrate), ascorbic acid (vitamin c), citric acid.					200 ml (1 BOX)		2	 [ apple-juice-from-concentrate -> en:apple-juice-from-concentrate  ]  [ juice-from-concentrate -> en:juice-from-concentrate  ]  [ from-concentrate -> en:from-concentrate  ]  [ concentrate -> en:concentrate  ]  [ water -> en:water  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ ascorbic-acid -> en:e300  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  ]  [ c -> en:c  ]  [ citric-acid -> en:e330  -> exists  -- ok  ] 	en:e300,en:e330	0			0			Beverages	Fruit juices	en:squeezed-apple-juices									209		0																																				12	11										0				0.02032	0.008							0.03												0.095																															
0011110821614	https://world.openfoodfacts.org/product/0011110821614	usda-ndb-import	1489143938	1498399719	100% Juice, Apple					Kroger,  The Kroger Co.	kroger,the-kroger-co	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Apple juice from concentrate (water, apple juice concentrate).					240 ml (8 fl oz)		0	 [ apple-juice-from-concentrate -> en:apple-juice-from-concentrate  ]  [ juice-from-concentrate -> en:juice-from-concentrate  ]  [ from-concentrate -> en:from-concentrate  ]  [ concentrate -> en:concentrate  ]  [ water -> en:water  ]  [ apple-juice-concentrate -> en:apple-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ] 		0			0			Beverages	Fruit juices	en:squeezed-apple-juices									192		0	0																																	0	0	11.67	11.67									0	0				0.0381	0.015		0					0												0.108		0		0																			5	-3							
0041755007074	https://world.openfoodfacts.org/product/0041755007074	usda-ndb-import	1489074329	1498399719	100% Juice, Apple Berry Cherry					Langers,  Langer Juice Company  Inc.	langers,langer-juice-company-inc	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Apple, cherry, strawberry and blueberry juices from concentrate (filtered water, juice concentrates), citric acid, natural flavors, ascorbic acid (vitamin c), fruit and vegetable juice (color).					237 ml (8 fl oz)		1	 [ apple -> en:apple  ]  [ cherry -> en:cherry  ]  [ strawberry-and-blueberry-juices-from-concentrate -> en:strawberry-and-blueberry-juices-from-concentrate  ]  [ and-blueberry-juices-from-concentrate -> en:and-blueberry-juices-from-concentrate  ]  [ blueberry-juices-from-concentrate -> en:blueberry-juices-from-concentrate  ]  [ juices-from-concentrate -> en:juices-from-concentrate  ]  [ from-concentrate -> en:from-concentrate  ]  [ concentrate -> en:concentrate  ]  [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ juice-concentrates -> en:juice-concentrates  ]  [ concentrates -> en:concentrates  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ natural-flavors -> en:natural-flavors  ]  [ flavors -> en:flavors  ]  [ ascorbic-acid -> en:e300  -> exists  -- mandatory_additive_class: en:acidity-regulator,en:antioxidant,en:flour-treatment-agent,en:sequestrant (current: ingredient)  -> exists as a vitamin en:l-ascorbic-acid  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c and current class is en:vitamins  ]  [ fruit-and-vegetable-juice -> en:fruit-and-vegetable-juice  ]  [ and-vegetable-juice -> en:and-vegetable-juice  ]  [ vegetable-juice -> en:vegetable-juice  ]  [ juice -> en:juice  ]  [ color -> en:colour  ] 	en:e330	0			0			Beverages	Fruit juices	en:squeezed-apple-juices									213		0	0																																	0	0	12.66	11.39										0				0.01524	0.006							0.0304																																			6	-3							
0028500120806	https://world.openfoodfacts.org/product/0028500120806	usda-ndb-import	1489138110	1498399719	100% Juice, Apple Cider					Lucky Leaf,  Knouse Foods Inc.	lucky-leaf,knouse-foods-inc	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Apple cider from concentrate (water and apple cider concentrate) and ascorbic acid (vitamin c).					240 ml (8 fl oz)		1	 [ apple-cider-from-concentrate -> en:apple-cider-from-concentrate  ]  [ cider-from-concentrate -> en:cider-from-concentrate  ]  [ from-concentrate -> en:from-concentrate  ]  [ concentrate -> en:concentrate  ]  [ water-and-apple-cider-concentrate-and-ascorbic-acid -> en:water-and-apple-cider-concentrate-and-ascorbic-acid  ]  [ and-apple-cider-concentrate-and-ascorbic-acid -> en:and-apple-cider-concentrate-and-ascorbic-acid  ]  [ apple-cider-concentrate-and-ascorbic-acid -> en:apple-cider-concentrate-and-ascorbic-acid  ]  [ cider-concentrate-and-ascorbic-acid -> en:cider-concentrate-and-ascorbic-acid  ]  [ concentrate-and-ascorbic-acid -> en:concentrate-and-ascorbic-acid  ]  [ and-ascorbic-acid -> en:and-ascorbic-acid  ]  [ ascorbic-acid -> en:e300  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  ]  [ c -> en:c  ] 	en:e300	0			0			Beverages	Fruit juices	en:squeezed-apple-juices									209		0																																				12.92	10.83										0				0.0254	0.01							0.005																																											
0075355112197	https://world.openfoodfacts.org/product/0075355112197	usda-ndb-import	1489143246	1498399719	100% Juice, Apple Cider					Old Orchard,  Old Orchard Brands Llc.	old-orchard,old-orchard-brands-llc	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Apple juice from concentrate (filtered water, apple juice concentrate), malic acid.					240 ml (8 fl oz)		1	 [ apple-juice-from-concentrate -> en:apple-juice-from-concentrate  ]  [ juice-from-concentrate -> en:juice-from-concentrate  ]  [ from-concentrate -> en:from-concentrate  ]  [ concentrate -> en:concentrate  ]  [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ apple-juice-concentrate -> en:apple-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ malic-acid -> en:e296  -> exists  -- ok  ] 	en:e296	0			0			Beverages	Fruit juices	en:squeezed-apple-juices									209		0																																				12.08	11.25										0				0.0254	0.01		0					0												0.117		0		0.00015																											
0041755007012	https://world.openfoodfacts.org/product/0041755007012	usda-ndb-import	1489074330	1498399720	100% Juice, Apple Cranberry					Langers,  Langer Juice Company  Inc.	langers,langer-juice-company-inc	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Apple and cranberry juice from concentrate (filtered water, juice concentrates), natural flavors, ascorbic acid (vitamin c), fruit and vegetable juice (color), citric acid.					237 ml (8 fl oz)		1	 [ apple-and-cranberry-juice-from-concentrate -> en:apple-and-cranberry-juice-from-concentrate  ]  [ and-cranberry-juice-from-concentrate -> en:and-cranberry-juice-from-concentrate  ]  [ cranberry-juice-from-concentrate -> en:cranberry-juice-from-concentrate  ]  [ juice-from-concentrate -> en:juice-from-concentrate  ]  [ from-concentrate -> en:from-concentrate  ]  [ concentrate -> en:concentrate  ]  [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ juice-concentrates -> en:juice-concentrates  ]  [ concentrates -> en:concentrates  ]  [ natural-flavors -> en:natural-flavors  ]  [ flavors -> en:flavors  ]  [ ascorbic-acid -> en:e300  -> exists  -- mandatory_additive_class: en:acidity-regulator,en:antioxidant,en:flour-treatment-agent,en:sequestrant (current: ingredient)  -> exists as a vitamin en:l-ascorbic-acid  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c and current class is en:vitamins  ]  [ fruit-and-vegetable-juice -> en:fruit-and-vegetable-juice  ]  [ and-vegetable-juice -> en:and-vegetable-juice  ]  [ vegetable-juice -> en:vegetable-juice  ]  [ juice -> en:juice  ]  [ color -> en:colour  ]  [ citric-acid -> en:e330  -> exists  -- ok  ] 	en:e330	0			0			Beverages	Fruit juices	en:squeezed-apple-juices									192		0	0																																	0	0	11.81	10.55										0				0.01524	0.006							0.0304																																			5	-3							
0073296014495	https://world.openfoodfacts.org/product/0073296014495	usda-ndb-import	1489074543	1498399721	100% Juice, Apple Cranberry					Key Food	key-food	Squeezed-apple-juices	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices-and-nectars,en:fruit-juices,en:apple-juices,en:squeezed-juices,en:squeezed-apple-juices,en:non-alcoholic-beverages													US	Filtered water, apple juice concentrate, cranberry juice concentrate, citric acid, natural flavor, grape juice concentrate, ascorbic acid (vitamin c).					240 ml (8 fl oz)		1	 [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ apple-juice-concentrate -> en:apple-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ cranberry-juice-concentrate -> en:cranberry-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ natural-flavor -> en:natural-flavor  ]  [ flavor -> en:flavor  ]  [ grape-juice-concentrate -> en:grape-juice-concentrate  ]  [ juice-concentrate -> en:juice-concentrate  ]  [ concentrate -> en:concentrate  ]  [ ascorbic-acid -> en:e300  -> exists  -- mandatory_additive_class: en:acidity-regulator,en:antioxidant,en:flour-treatment-agent,en:sequestrant (current: ingredient)  -> exists as a vitamin en:l-ascorbic-acid  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c and current class is en:vitamins  ] 	en:e330	0			0			Beverages	Fruit juices	en:squeezed-apple-juices									226		0																																				13.33	12.5										0				0.03048	0.012							0.0325																																											
